Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Oklahoma,73.25%,942,"$1,666,143,170",5.87%,-20.73%
1st Congressional district,63.93%,219,"$394,639,325",6.79%,-9.24%
2nd Congressional district,81.99%,161,"$243,897,288",4.92%,-44.83%
3rd Congressional district,76.58%,158,"$260,483,420",4.65%,-26.83%
4th Congressional district,76.87%,147,"$133,643,797",5.60%,-25.80%
5th Congressional district,71.60%,257,"$633,479,340",7.52%,-14.04%
