Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Vermont,67.31%,780,"$769,715,602",7.99%,-9.68%
Congressional district (at large),67.31%,780,"$769,715,602",7.99%,-9.68%
