Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
New Mexico,70.77%,797,"$983,244,154",10.13%,-16.32%
1st Congressional district,70.45%,308,"$333,690,098",11.48%,-11.34%
2nd Congressional district,69.54%,151,"$226,280,120",10.47%,-23.24%
3rd Congressional district,71.60%,338,"$423,273,936",8.36%,-17.76%
