Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Rhode Island,66.61%,593,"$1,141,916,789",9.09%,-11.28%
Bristol County,43.48%,23,"$21,640,086",11.00%,0.89%
Kent County,81.82%,55,"$85,934,275",5.10%,-29.03%
Newport County,47.62%,63,"$65,429,973",15.41%,1.34%
Providence County,70.03%,377,"$924,256,596",7.83%,-13.60%
Washington County,61.33%,75,"$44,655,859",11.74%,-5.10%
