Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Mississippi,75.04%,613,"$1,118,780,983",5.83%,-26.56%
1st Congressional district,72.36%,123,"$234,288,768",8.34%,-16.09%
2nd Congressional district,78.48%,223,"$465,260,654",3.53%,-37.59%
3rd Congressional district,71.43%,168,"$273,875,697",7.38%,-15.72%
4th Congressional district,76.77%,99,"$145,355,864",5.69%,-31.74%
