Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Delaware,73.67%,528,"$1,276,146,695",9.98%,-27.86%
Kent County,84.15%,82,"$260,208,543",8.36%,-47.74%
New Castle County,71.51%,344,"$910,441,095",8.81%,-23.60%
Sussex County,72.55%,102,"$105,497,057",16.93%,-29.46%
