Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Hawaii,70.54%,662,"$1,253,625,487",8.63%,-18.12%
Hawaii County,74.11%,112,"$121,467,218",6.41%,-16.58%
Honolulu County,72.42%,388,"$1,011,750,744",7.70%,-22.07%
Kauai County,53.49%,43,"$20,391,230",20.50%,-1.43%
Maui County,67.23%,119,"$100,016,295",11.05%,-18.60%
