Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Oregon,67.80%,"2,031","$3,750,044,525",11.42%,-14.21%
1st Congressional district,67.55%,527,"$1,465,268,616",9.69%,-13.84%
2nd Congressional district,71.56%,334,"$476,373,813",9.11%,-30.51%
3rd Congressional district,72.46%,334,"$604,896,927",12.54%,-19.99%
4th Congressional district,70.51%,356,"$472,152,208",12.75%,-14.98%
5th Congressional district,58.30%,259,"$298,599,952",13.59%,-6.60%
6th Congressional district,62.44%,221,"$432,753,009",10.20%,-5.14%
