Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Connecticut,71.27%,"1,664","$4,152,416,917",6.56%,-16.08%
1st Congressional district,76.86%,389,"$864,616,811",5.45%,-19.86%
2nd Congressional district,71.64%,275,"$398,187,926",6.32%,-17.72%
3rd Congressional district,72.51%,331,"$1,441,295,623",6.40%,-20.96%
4th Congressional district,65.72%,353,"$960,495,300",8.28%,-9.36%
5th Congressional district,68.99%,316,"$487,821,257",7.98%,-14.84%
