Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Rhode Island,66.61%,593,"$1,141,916,789",9.09%,-11.28%
1st Congressional district,62.90%,310,"$654,576,025",9.80%,-8.70%
2nd Congressional district,70.67%,283,"$487,340,764",7.88%,-13.17%
