Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Nebraska,65.65%,786,"$1,054,906,249",7.72%,-11.33%
1st Congressional district,68.87%,212,"$336,163,673",9.31%,-11.24%
2nd Congressional district,61.40%,285,"$487,427,224",5.50%,-7.59%
3rd Congressional district,67.47%,289,"$231,315,352",7.30%,-16.26%
