Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Washington,66.34%,"2,834","$6,824,377,813",10.50%,-10.68%
10th Congressional district,72.46%,167,"$316,783,247",10.29%,-17.06%
1st Congressional district,67.55%,151,"$123,448,328",7.88%,-10.19%
2nd Congressional district,66.18%,343,"$380,718,848",11.31%,-9.52%
3rd Congressional district,65.43%,162,"$332,987,118",12.60%,-12.31%
4th Congressional district,67.84%,199,"$525,237,737",9.16%,-11.13%
5th Congressional district,70.22%,272,"$440,358,407",9.01%,-15.96%
6th Congressional district,61.20%,366,"$664,603,009",12.35%,-10.35%
7th Congressional district,65.73%,639,"$2,237,671,777",10.13%,-9.47%
8th Congressional district,62.35%,170,"$121,941,400",12.88%,-5.23%
9th Congressional district,67.95%,365,"$1,680,627,942",8.37%,-12.32%
