Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
New Hampshire,61.98%,697,"$1,207,755,133",10.39%,-7.06%
1st Congressional district,62.95%,332,"$535,320,657",10.54%,-7.52%
2nd Congressional district,61.10%,365,"$672,434,476",10.25%,-6.19%
