Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Alabama,73.80%,"1,271","$2,293,880,760",7.76%,-23.91%
Autauga County,89.47%,19,"$11,564,860",14.66%,-21.60%
Baldwin County,70.37%,54,"$31,697,604",13.91%,-19.15%
Barbour County,85.71%,7,"$467,219",11.87%,-38.85%
Bibb County,75.00%,4,"$19,532,541",2.71%,-13.41%
Blount County,75.00%,8,"$2,559,452",6.18%,-52.79%
Bullock County,100.00%,1,"$154,645",-1.19%,-19.32%
Butler County,100.00%,4,"$1,977,024",8.33%,-48.03%
Calhoun County,91.89%,37,"$55,421,833",4.97%,-67.25%
Chambers County,71.43%,7,"$2,421,013",13.18%,-6.05%
Cherokee County,80.00%,5,"$718,080",15.70%,-59.51%
Chilton County,61.54%,13,"$6,727,855",12.92%,-23.91%
Choctaw County,50.00%,2,"$219,288",47.21%,-8.97%
Clarke County,66.67%,6,"$4,382,862",30.59%,-37.29%
Clay County,66.67%,3,"$381,737",69.37%,-6.56%
Cleburne County,75.00%,4,"$784,558",8.27%,-30.52%
Coffee County,71.43%,7,"$9,093,187",4.72%,-9.28%
Colbert County,90.00%,10,"$3,809,585",2.66%,-45.11%
Coosa County,0.00%,2,"$21,826",74.58%,73.87%
Covington County,80.00%,5,"$9,290,377",6.84%,-4.92%
Cullman County,69.23%,13,"$10,836,133",6.73%,-32.04%
Dale County,33.33%,6,"$1,589,497",16.03%,8.57%
Dallas County,84.21%,19,"$14,011,745",15.40%,-26.27%
DeKalb County,100.00%,8,"$19,768,983",-3.54%,-65.70%
Elmore County,61.54%,13,"$3,379,427",2.28%,-5.42%
Escambia County,50.00%,6,"$8,120,827",9.06%,-8.13%
Etowah County,80.77%,26,"$35,490,049",11.27%,-38.89%
Fayette County,75.00%,4,"$636,967",7.27%,-41.51%
Franklin County,100.00%,3,"$1,544,345",-8.78%,-29.10%
Greene County,50.00%,2,"$1,637,562",12.00%,-37.57%
Hale County,50.00%,2,"$63,885",11.92%,-16.04%
Henry County,100.00%,4,"$1,390,706",-4.31%,-54.23%
Houston County,67.65%,34,"$11,056,628",7.03%,-11.15%
Jackson County,100.00%,5,"$4,915,042",20.00%,-33.10%
Jefferson County,69.40%,281,"$1,068,398,793",9.65%,-14.53%
Lamar County,50.00%,2,"$274,551",28.34%,-16.47%
Lauderdale County,73.08%,26,"$11,007,861",6.59%,-21.87%
Lawrence County,0.00%,1,"$28,240",82.63%,67.52%
Lee County,55.56%,27,"$20,957,614",15.90%,-11.49%
Limestone County,69.23%,13,"$4,443,640",11.13%,-27.61%
Macon County,100.00%,5,"$79,124,993",1.82%,-44.35%
Madison County,66.32%,95,"$111,442,506",9.52%,-21.99%
Marengo County,50.00%,4,"$3,132,180",26.72%,-19.51%
Marion County,60.00%,5,"$2,370,172",23.50%,-42.35%
Marshall County,82.35%,17,"$4,012,791",7.79%,-48.11%
Mobile County,79.82%,114,"$163,267,639",6.78%,-27.87%
Monroe County,80.00%,5,"$693,247",-0.15%,-53.53%
Montgomery County,80.17%,121,"$324,234,004",6.25%,-26.35%
Morgan County,74.19%,31,"$45,355,647",7.23%,-26.14%
Perry County,100.00%,2,"$325,185",22.05%,-27.44%
Pickens County,100.00%,4,"$5,093,740",1.75%,-93.03%
Pike County,80.00%,10,"$18,139,084",2.05%,-29.72%
Randolph County,100.00%,3,"$137,279",1.54%,-6.01%
Russell County,87.50%,8,"$1,524,786",1.13%,-43.75%
Shelby County,67.50%,40,"$14,043,719",11.79%,-12.45%
St. Clair County,75.00%,12,"$3,314,440",0.34%,-28.75%
Sumter County,80.00%,5,"$13,511,244",-8.73%,-76.20%
Talladega County,78.57%,14,"$22,138,066",2.09%,-71.65%
Tallapoosa County,55.56%,9,"$17,044,279",13.97%,-4.19%
Tuscaloosa County,74.07%,54,"$67,145,690",4.98%,-28.02%
Walker County,92.86%,14,"$14,841,357",1.33%,-67.39%
Washington County,50.00%,2,"$1,375,793",22.26%,-14.88%
Wilcox County,33.33%,3,"$398,070",23.94%,9.42%
Winston County,100.00%,1,"$436,808",-10.23%,-12.30%
