Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Arkansas,75.40%,874,"$1,599,497,710",6.87%,-21.16%
1st Congressional district,84.02%,194,"$378,920,692",4.18%,-39.00%
2nd Congressional district,75.68%,296,"$733,389,430",6.67%,-22.48%
3rd Congressional district,65.57%,212,"$222,446,999",9.60%,-10.69%
4th Congressional district,77.33%,172,"$264,740,589",6.86%,-21.10%
