Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
Nevada,73.95%,522,"$1,272,362,902",7.01%,-23.97%
1st Congressional district,73.47%,98,"$364,926,139",5.64%,-17.02%
2nd Congressional district,76.15%,239,"$520,903,279",7.48%,-24.23%
3rd Congressional district,64.13%,92,"$176,193,301",8.98%,-12.75%
4th Congressional district,78.49%,93,"$210,340,183",5.20%,-37.54%
