Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,67.67%,"107,958","$304,760,663,982",8.80%,-13.16%
South Carolina,70.56%,"1,345","$2,348,088,084",9.23%,-19.40%
1st Congressional district,63.08%,130,"$147,055,478",12.33%,-12.54%
2nd Congressional district,78.36%,134,"$160,340,475",6.72%,-43.85%
3rd Congressional district,69.03%,155,"$163,949,786",11.20%,-13.97%
4th Congressional district,67.61%,213,"$488,759,918",6.19%,-11.12%
5th Congressional district,72.39%,134,"$185,466,996",8.78%,-29.19%
6th Congressional district,73.01%,389,"$944,554,500",9.24%,-22.79%
7th Congressional district,68.42%,190,"$257,960,931",11.13%,-15.46%
