Size,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
$100K to $499K,71.12%,554,"$57,759,538",6.37%,-19.32%
$10M or more,68.91%,238,"$2,128,699,884",2.59%,-6.37%
$1M to $4.9M,76.66%,557,"$436,806,693",3.59%,-22.50%
$500K to $999K,77.92%,317,"$76,287,504",3.58%,-19.28%
$5M to $9.9M,82.71%,133,"$373,509,629",1.91%,-21.83%
Less than $100K,61.04%,77,"$7,908,325",24.97%,-11.99%
Total,74.04%,"1,876","$3,080,971,573",3.92%,-17.66%
