Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Montana,75.08%,602,"$655,900,418",4.01%,-18.69%
1st Congressional district,71.20%,309,"$298,820,387",4.24%,-15.39%
2nd Congressional district,79.18%,293,"$357,080,031",3.73%,-20.84%
