Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Mississippi,82.77%,563,"$997,525,082",3.71%,-40.22%
1st Congressional district,76.70%,103,"$164,260,639",5.77%,-26.26%
2nd Congressional district,83.33%,216,"$454,356,787",2.35%,-47.11%
3rd Congressional district,85.43%,151,"$242,273,995",6.50%,-42.18%
4th Congressional district,83.87%,93,"$136,633,661",1.28%,-50.26%
