Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Ohio,80.57%,"3,715","$19,521,249,592",2.58%,-29.68%
Adams County,33.33%,3,"$4,260,518",29.04%,28.94%
Allen County,77.50%,40,"$83,591,939",4.21%,-37.46%
Ashland County,58.33%,12,"$8,894,345",12.26%,-6.62%
Ashtabula County,80.65%,31,"$35,772,939",2.89%,-36.96%
Athens County,84.85%,33,"$72,621,354",4.08%,-38.91%
Auglaize County,66.67%,12,"$2,223,846",7.67%,-7.58%
Belmont County,76.92%,13,"$13,299,953",1.43%,-41.35%
Brown County,57.14%,7,"$18,413,395",3.13%,-41.98%
Butler County,70.69%,58,"$64,616,023",6.81%,-18.22%
Carroll County,50.00%,6,"$1,043,966",27.69%,-2.62%
Champaign County,70.00%,10,"$2,372,954",6.38%,-21.94%
Clark County,88.89%,45,"$42,253,250",2.74%,-30.07%
Clermont County,64.29%,14,"$45,248,186",14.20%,-3.15%
Clinton County,100.00%,9,"$6,315,052",-4.82%,-27.39%
Columbiana County,84.00%,25,"$31,897,004",6.12%,-27.52%
Coshocton County,93.33%,15,"$21,097,498",2.01%,-32.94%
Crawford County,80.00%,10,"$10,002,652",18.27%,-19.56%
Cuyahoga County,83.10%,491,"$1,816,223,323",2.94%,-32.38%
Darke County,70.59%,17,"$8,555,795",7.83%,-7.65%
Defiance County,81.82%,11,"$23,324,078",9.21%,-24.73%
Delaware County,81.25%,48,"$54,935,848",1.21%,-18.64%
Erie County,95.45%,22,"$34,169,838",0.34%,-20.98%
Fairfield County,83.33%,36,"$23,364,040",0.72%,-20.74%
Fayette County,71.43%,7,"$9,425,506",-7.99%,-85.53%
Franklin County,88.94%,714,"$13,322,303,833",0.00%,-58.42%
Fulton County,81.82%,11,"$4,610,664",5.10%,-11.64%
Gallia County,63.64%,11,"$10,842,156",8.87%,-17.46%
Geauga County,78.26%,23,"$7,066,529",6.82%,-12.51%
Greene County,62.79%,43,"$33,338,894",8.18%,-12.22%
Guernsey County,100.00%,11,"$56,358,708",1.68%,-55.80%
Hamilton County,74.05%,316,"$997,320,350",3.29%,-19.32%
Hancock County,76.92%,26,"$29,355,638",11.47%,-26.61%
Hardin County,80.00%,10,"$11,153,522",5.99%,-71.60%
Harrison County,100.00%,2,"$385,023",-0.75%,-30.70%
Henry County,88.89%,9,"$7,515,293",3.66%,-58.51%
Highland County,83.33%,12,"$21,844,346",-2.03%,-15.52%
Hocking County,50.00%,6,"$4,342,964",8.18%,-32.05%
Holmes County,50.00%,8,"$2,341,573",34.32%,-1.50%
Huron County,70.00%,10,"$2,847,890",1.71%,-17.46%
Jackson County,84.62%,13,"$69,185,899",10.42%,-13.24%
Jefferson County,77.27%,22,"$6,076,175",-0.33%,-15.18%
Knox County,58.33%,24,"$20,468,317",15.41%,-3.72%
Lake County,78.95%,38,"$54,946,401",3.10%,-35.40%
Lawrence County,100.00%,7,"$21,649,054",12.03%,-24.10%
Licking County,69.05%,42,"$32,520,083",4.10%,-9.56%
Logan County,80.00%,15,"$8,110,450",10.33%,-9.62%
Lorain County,75.00%,56,"$73,237,266",13.74%,-15.74%
Lucas County,83.91%,174,"$498,337,715",-1.89%,-39.84%
