Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Nevada,80.80%,448,"$1,168,889,699",2.67%,-35.76%
1st Congressional district,79.27%,82,"$224,419,283",0.96%,-31.57%
2nd Congressional district,81.34%,209,"$487,649,181",5.25%,-34.95%
3rd Congressional district,76.47%,68,"$156,611,578",2.01%,-32.05%
4th Congressional district,84.27%,89,"$300,209,657",0.65%,-43.00%
