Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Oregon,79.75%,"1,748","$4,100,898,731",5.15%,-31.71%
1st Congressional district,80.33%,422,"$1,662,837,919",3.66%,-31.86%
2nd Congressional district,81.41%,312,"$485,407,092",6.52%,-38.76%
3rd Congressional district,81.25%,288,"$702,595,901",5.47%,-32.35%
4th Congressional district,82.28%,316,"$520,641,040",4.11%,-27.58%
5th Congressional district,76.28%,215,"$302,903,933",5.70%,-25.32%
6th Congressional district,73.33%,195,"$426,512,846",5.96%,-21.44%
