Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Louisiana,82.47%,"1,084","$2,972,661,295",1.87%,-44.78%
1st Congressional district,81.10%,127,"$669,933,326",3.32%,-23.07%
2nd Congressional district,83.10%,284,"$1,228,389,723",2.94%,-38.29%
3rd Congressional district,80.87%,183,"$271,246,076",-0.35%,-55.90%
4th Congressional district,75.00%,104,"$98,308,270",2.54%,-45.60%
5th Congressional district,85.06%,154,"$236,800,202",0.73%,-59.69%
6th Congressional district,85.34%,232,"$467,983,698",2.32%,-46.21%
