Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Missouri,77.66%,"1,674","$3,971,884,540",3.11%,-21.95%
Adair County,92.31%,13,"$24,586,641",5.10%,-30.54%
Andrew County,100.00%,4,"$532,612",1.66%,-29.86%
Atchison County,50.00%,4,"$1,118,354",14.84%,4.57%
Audrain County,57.14%,7,"$3,738,075",4.78%,-33.88%
Barry County,50.00%,10,"$2,466,964",11.26%,-3.23%
Barton County,66.67%,3,"$2,268,005",15.58%,-34.84%
Bates County,66.67%,3,"$1,064,858",23.97%,-14.95%
Benton County,100.00%,1,"$19,571",-33.41%,-45.16%
Bollinger County,100.00%,1,"$99,741",26.89%,-5.28%
Boone County,78.67%,75,"$110,206,647",9.93%,-26.87%
Buchanan County,71.05%,38,"$40,091,942",3.31%,-17.25%
Butler County,90.00%,10,"$3,677,912",6.20%,-45.05%
Caldwell County,100.00%,1,"$52,175",-17.43%,-47.59%
Callaway County,63.64%,11,"$2,428,280",10.44%,-24.21%
Camden County,77.78%,9,"$4,061,592",9.93%,-47.05%
Cape Girardeau County,77.42%,31,"$51,216,034",6.10%,-28.27%
Carroll County,83.33%,6,"$2,070,230",4.01%,-43.02%
Carter County,100.00%,2,"$265,510",-11.26%,-52.90%
Cass County,75.00%,8,"$14,616,790",17.69%,-20.35%
Chariton County,33.33%,3,"$188,762",8.52%,0.06%
Christian County,88.89%,9,"$3,341,799",7.48%,-43.40%
Clark County,50.00%,2,"$202,678",9.61%,-9.64%
Clay County,71.43%,35,"$17,170,414",0.43%,-22.44%
Clinton County,75.00%,4,"$2,223,413",-4.53%,-14.00%
Cole County,90.00%,40,"$147,123,432",4.10%,-48.45%
Cooper County,66.67%,6,"$1,166,730",16.90%,-5.82%
Crawford County,33.33%,3,"$231,678",43.09%,23.79%
Dade County,100.00%,1,"$300,225",9.34%,-7.37%
Dallas County,75.00%,4,"$116,447",-4.55%,-23.11%
Daviess County,50.00%,2,"$1,991,508",13.95%,-27.28%
DeKalb County,100.00%,2,"$182,019",-3.42%,-13.09%
Dent County,100.00%,3,"$564,653",5.00%,-30.50%
Douglas County,66.67%,3,"$6,567,925",11.18%,-21.20%
Dunklin County,87.50%,8,"$69,221,099",11.81%,-49.35%
Franklin County,100.00%,15,"$14,576,890",-0.99%,-47.83%
Gasconade County,40.00%,5,"$528,845",22.83%,2.27%
Gentry County,100.00%,1,"$3,403,357",-0.74%,-65.36%
Greene County,75.00%,80,"$297,951,281",4.03%,-20.99%
Grundy County,40.00%,5,"$17,374,036",11.82%,0.49%
Harrison County,33.33%,3,"$485,138",17.78%,2.76%
Henry County,83.33%,6,"$294,831",-13.61%,-40.49%
Hickory County,100.00%,1,"$3,692,417",17.69%,-7.83%
Howard County,100.00%,4,"$4,596,154",-0.44%,-41.54%
Howell County,84.62%,13,"$23,073,627",1.78%,-21.24%
Iron County,100.00%,2,"$595,583",-4.58%,-8.66%
Jackson County,78.12%,288,"$760,668,921",3.20%,-19.82%
Jasper County,76.00%,25,"$46,144,692",8.20%,-19.25%
Jefferson County,54.55%,11,"$30,570,372",9.95%,-10.09%
Johnson County,90.91%,11,"$8,840,151",8.63%,-52.45%
Knox County,100.00%,1,"$8,100",-9.17%,-14.08%
Laclede County,88.89%,9,"$4,612,130",2.92%,-61.34%
Lafayette County,100.00%,7,"$14,473,820",13.22%,-31.07%
Lawrence County,50.00%,2,"$158,408",8.05%,-24.03%
