Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
District of Columbia,80.53%,"1,294","$14,366,789,124",1.96%,-29.66%
Delegate district (at large),80.53%,"1,294","$14,366,789,124",1.96%,-29.66%
