Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Hawaii,79.75%,563,"$1,071,563,687",3.52%,-28.60%
1st Congressional district,79.09%,263,"$757,727,050",3.37%,-31.26%
2nd Congressional district,80.33%,300,"$313,836,637",3.86%,-26.41%
