Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
West Virginia,78.61%,832,"$1,125,762,990",5.93%,-30.10%
1st Congressional district,81.54%,390,"$641,850,756",6.08%,-36.78%
2nd Congressional district,76.02%,442,"$483,912,234",5.78%,-26.73%
