Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.17%,"93,114","$294,095,172,213",3.33%,-25.25%
Mississippi,82.77%,563,"$997,525,082",3.71%,-40.22%
Adams County,100.00%,6,"$13,989,271",2.33%,-78.07%
Alcorn County,100.00%,7,"$2,336,275",5.61%,-68.72%
Amite County,100.00%,1,"$3,287,966",12.21%,-46.00%
Attala County,100.00%,2,"$2,124,878",-1.25%,-56.52%
Benton County,0.00%,2,"$2,957,793",12.46%,7.12%
Bolivar County,88.89%,9,"$25,149,109",4.62%,-30.43%
Chickasaw County,100.00%,2,"$1,397,970",45.49%,-52.10%
Claiborne County,100.00%,1,"$2,849,291",6.40%,-62.61%
Clarke County,100.00%,1,"$3,011,307",8.54%,-75.07%
Clay County,50.00%,4,"$2,332,237",31.04%,-21.66%
Coahoma County,100.00%,10,"$27,829,778",-1.48%,-60.20%
Copiah County,50.00%,6,"$1,855,499",5.06%,-1.65%
DeSoto County,75.00%,12,"$4,587,644",1.68%,-20.74%
Forrest County,90.48%,21,"$28,748,428",0.80%,-35.61%
George County,100.00%,1,"$1,808,804",17.50%,-71.22%
Greene County,100.00%,1,"$95,273",8.42%,-89.95%
Hancock County,100.00%,4,"$3,687,155",-0.64%,-74.63%
Harrison County,71.88%,32,"$65,477,171",4.74%,-52.60%
Hinds County,84.55%,123,"$252,258,384",1.85%,-43.85%
Holmes County,100.00%,2,"$6,593,080",2.05%,-73.89%
Itawamba County,66.67%,3,"$2,473,596",37.23%,-15.07%
Jackson County,82.35%,17,"$20,086,604",0.92%,-55.93%
Jasper County,100.00%,1,"$180,677",3.49%,-7.14%
Jefferson County,100.00%,1,"$8,323,595",3.62%,-68.58%
Jefferson Davis County,50.00%,2,"$4,752,518",1.96%,-45.67%
Jones County,90.00%,10,"$6,609,197",0.65%,-30.33%
Kemper County,100.00%,2,"$2,782,874",10.32%,-41.74%
Lafayette County,75.00%,12,"$30,396,459",6.91%,-38.87%
Lamar County,100.00%,2,"$1,179,717",18.47%,-35.41%
Lauderdale County,96.15%,26,"$36,146,707",-4.38%,-47.31%
Leake County,50.00%,2,"$4,077,612",5.61%,-15.82%
Lee County,76.00%,25,"$15,945,329",4.03%,-16.43%
Leflore County,62.50%,8,"$3,861,635",20.90%,-10.78%
Lincoln County,33.33%,3,"$1,121,396",1.57%,0.52%
Lowndes County,75.00%,12,"$3,769,372",3.68%,-11.09%
Madison County,80.65%,31,"$56,142,607",9.16%,-46.11%
Marshall County,100.00%,3,"$49,300,753",0.55%,-49.82%
Monroe County,100.00%,4,"$4,913,198",30.33%,-45.74%
Montgomery County,100.00%,2,"$7,001,363",47.20%,-50.50%
Neshoba County,100.00%,2,"$750,664",37.27%,-48.39%
Newton County,100.00%,2,"$11,235,674",7.76%,-45.79%
Noxubee County,100.00%,1,"$961,858",-111.87%,-189.42%
Oktibbeha County,75.00%,12,"$22,737,960",5.55%,-32.07%
Panola County,75.00%,4,"$8,415,037",18.01%,-48.69%
Pearl River County,80.00%,5,"$754,898",-9.32%,-9.62%
Perry County,100.00%,1,"$8,480,244",-4.12%,-77.53%
Pike County,85.71%,7,"$8,574,763",10.33%,-54.75%
Pontotoc County,100.00%,1,"$21,973,784",5.67%,-72.47%
Prentiss County,100.00%,6,"$15,784,812",3.60%,-62.82%
Quitman County,100.00%,1,"$166,799",2.36%,-41.56%
Rankin County,100.00%,23,"$71,215,010",9.00%,-60.80%
Scott County,0.00%,1,"$6,240",11.22%,9.70%
Sharkey County,100.00%,3,"$1,635,928",8.87%,-53.03%
Simpson County,80.00%,5,"$7,396,038",7.71%,-6.51%
Smith County,100.00%,1,"$75,000",27.89%,-4.22%
Stone County,100.00%,2,"$108,630",-2.68%,-68.23%
Sunflower County,83.33%,6,"$8,026,924",1.76%,-76.31%
Tallahatchie County,100.00%,3,"$4,795,848",-9.11%,-101.09%
Tate County,66.67%,3,"$2,733,397",5.14%,-56.47%
Tippah County,0.00%,2,"$888,116",4.25%,1.48%
Tishomingo County,100.00%,1,"$41,183",-9.42%,-57.23%
Tunica County,100.00%,2,"$583,650",1.25%,-30.60%
Union County,75.00%,4,"$2,428,721",22.20%,-26.13%
Walthall County,100.00%,1,"$111,198",10.83%,-1.59%
Warren County,68.75%,16,"$2,779,990",2.54%,-35.77%
Washington County,77.27%,22,"$81,016,327",4.07%,-42.69%
Wilkinson County,100.00%,3,"$539,518",-11.64%,-95.99%
Winston County,100.00%,3,"$374,182",-10.93%,-100.17%
Yazoo County,71.43%,7,"$1,490,167",1.65%,-37.82%
