EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-81-3289994,Mountain,Jefferson County,Colorado,6th Congressional district,Human services,$100K to $499K,310617,0.0195092170267562,-0.627707963919513,1
EIN-45-3930018,South Atlantic,Forsyth County,Georgia,7th Congressional district,Education,$500K to $999K,719175,0.0162756447309035,-0.93280704393751,1
EIN-23-7366662,Pacific,Bethel Census Area,Alaska,Congressional district (at large),Human services,$100K to $499K,25900,-0.287423111197146,-0.37386565027151,1
EIN-13-3444193,Mid-Atlantic,New York County,New York,10th Congressional district,Human services,$10M or more,470623,0.0578821665475714,0.0136678935700031,0
EIN-77-0247648,Pacific,Santa Cruz County,California,18th Congressional district,Unclassified,$1M to $4.9M,980598,0.605716048323981,0.416315910648381,0
EIN-23-7448515,Pacific,Los Angeles County,California,30th Congressional district,"Arts, culture, and humanities",$100K to $499K,102314,0.527882510665981,0.160138882399244,0
EIN-34-1314846,East North Central,Wood County,Ohio,5th Congressional district,Education,$1M to $4.9M,42842,0.0884974645989457,0.0568477991064041,0
EIN-05-0340723,New England,Providence County,Rhode Island,2nd Congressional district,Human services,$1M to $4.9M,3540830,0.272950221039589,-0.337670888564489,1
EIN-23-6392267,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Human services,$500K to $999K,527764,0.0745872374841041,-0.861458294535697,1
EIN-58-1797084,East North Central,Cuyahoga County,Ohio,11th Congressional district,Unclassified,$100K to $499K,351624,-0.0450611013958554,-0.78146957496047,1
EIN-73-1050456,West South Central,McIntosh County,Oklahoma,2nd Congressional district,Human services,$1M to $4.9M,1228822,0.214846418801117,-0.481873307913649,1
EIN-38-2003803,East North Central,Otsego County,Michigan,1st Congressional district,Unclassified,$500K to $999K,474478,-0.126374307059743,-0.745117957959994,1
EIN-22-2893508,Mid-Atlantic,Somerset County,New Jersey,12th Congressional district,Unclassified,$100K to $499K,47633,-0.0972201027067888,-0.266267527406813,1
EIN-38-3533444,East North Central,Washtenaw County,Michigan,6th Congressional district,Human services,$100K to $499K,120863,0.169092278033807,-0.830907721966193,1
EIN-23-7425668,Mid-Atlantic,Philadelphia County,Pennsylvania,3rd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,129154,0.00495317381828454,-0.0268279485090403,1
EIN-58-2088199,South Atlantic,Thomas County,Georgia,2nd Congressional district,"Public, societal benefit",$100K to $499K,209883,0.364476757117438,-0.121795762900356,1
EIN-59-2121631,South Atlantic,Sarasota County,Florida,17th Congressional district,Human services,$1M to $4.9M,1339628,0.0533999714009689,-0.725300493275159,1
EIN-56-2610311,Mountain,Maricopa County,Arizona,5th Congressional district,Education,$10M or more,1628637,0.0398225826507798,-0.112332432189276,1
EIN-74-2376546,Mountain,Arapahoe County,Colorado,6th Congressional district,Human services,$10M or more,1187339,0.037914492123288,-0.0265965524426378,1
EIN-74-2284635,West South Central,Cameron County,Texas,34th Congressional district,"Public, societal benefit",$100K to $499K,38583,-0.116045217055243,-0.402798938692392,1
EIN-14-1598279,Mid-Atlantic,Dutchess County,New York,18th Congressional district,Unclassified,$10M or more,5750,0.0142139031762931,0.0140908824250672,0
EIN-90-1142249,West North Central,Dakota County,Minnesota,2nd Congressional district,Unclassified,$100K to $499K,39486,-0.145765506365032,-0.38164505164308,1
EIN-85-1077857,Pacific,Fresno County,California,5th Congressional district,Human services,$500K to $999K,527691,-0.177128104485232,-1.13249122832428,1
EIN-90-0868299,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Environment and animals,$1M to $4.9M,217460,0.300593207659652,0.237783324677935,0
EIN-26-0353679,South Atlantic,Pinellas County,Florida,14th Congressional district,"International, foreign affairs",$1M to $4.9M,64721,0.251055804483063,0.203170224981799,0
EIN-82-0202255,Mountain,Nez Perce County,Idaho,1st Congressional district,Unclassified,$1M to $4.9M,1217260,-0.0325653405449423,-0.79741226559967,1
EIN-84-2850813,New England,Capitol Planning Region,Connecticut,1st Congressional district,Unclassified,$5M to $9.9M,7326506,0.0111586043417608,-0.85235955421685,1
EIN-27-0840848,Mid-Atlantic,Philadelphia County,Pennsylvania,2nd Congressional district,Human services,$1M to $4.9M,849567,0.0932226836482187,-0.0752720246072122,1
EIN-04-2578986,New England,Berkshire County,Massachusetts,1st Congressional district,Unclassified,$5M to $9.9M,616794,0.115263410002999,0.0370198082049008,0
EIN-93-6027731,Pacific,Marion County,Oregon,6th Congressional district,Unclassified,$1M to $4.9M,122322,-0.0106504523826373,-0.0846344739823281,1
EIN-84-3456678,South Atlantic,Cobb County,Georgia,11th Congressional district,Health,$100K to $499K,20000,-0.10233370465511,-0.172615428946934,1
EIN-04-2266535,New England,Essex County,Massachusetts,6th Congressional district,Unclassified,$500K to $999K,41460,0.210527685262281,0.150594990285873,0
EIN-22-2423496,Mid-Atlantic,Middlesex County,New Jersey,6th Congressional district,Human services,$10M or more,24939101,-0.00457811109404002,-0.627710062691983,1
EIN-38-2536444,East North Central,Wayne County,Michigan,13th Congressional district,Education,$500K to $999K,103302,-0.37014047421123,-0.515442035926628,1
EIN-42-1525438,West North Central,Clayton County,Iowa,2nd Congressional district,Human services,$100K to $499K,91241,0.180037566399209,-0.00189427172231173,1
EIN-11-3569896,Mid-Atlantic,Kings County,New York,10th Congressional district,"Arts, culture, and humanities",$100K to $499K,68960,-0.0616651107527794,-0.451831734985431,1
EIN-55-0654712,South Atlantic,Kanawha County,West Virginia,1st Congressional district,"Public, societal benefit",$100K to $499K,286182,0.00893024479260855,-0.932040048004998,1
EIN-06-6069965,New England,Western Connecticut Planning Region,Connecticut,4th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,118878,0.281606021384784,0.255768229718525,0
EIN-23-7359530,Pacific,San Diego County,California,49th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,45000,0.155445908541364,0.136496074647186,0
EIN-75-2341194,West South Central,Cooke County,Texas,26th Congressional district,Unclassified,$1M to $4.9M,1147350,-0.0454970148603303,-1.04549701486033,1
EIN-59-1227481,South Atlantic,Miami-Dade County,Florida,27th Congressional district,Unclassified,$10M or more,5606079,0.225296146736495,-0.183029634084511,1
EIN-30-0054240,Mountain,Denver County,Colorado,1st Congressional district,Human services,$500K to $999K,349187,-0.145996877870977,-0.798034477865001,1
EIN-01-0584107,Mountain,Salt Lake County,Utah,2nd Congressional district,Human services,$500K to $999K,80735,-0.00912562792456482,-0.153814860149573,1
EIN-27-2997677,Pacific,Whatcom County,Washington,2nd Congressional district,Education,$100K to $499K,2e+05,0.236457904268743,-0.199417234938879,1
EIN-38-2445218,East North Central,Oakland County,Michigan,12th Congressional district,Unclassified,$1M to $4.9M,55250,0.350203377104885,0.319656727533285,0
EIN-61-1161213,East South Central,Franklin County,Kentucky,1st Congressional district,Unclassified,$500K to $999K,966000,0.156410525849574,-0.682503263166213,1
EIN-95-3931147,Pacific,Los Angeles County,California,36th Congressional district,"Public, societal benefit",$1M to $4.9M,181040,-0.137818302668478,-0.179542663758438,1
EIN-04-3191352,New England,Barnstable County,Massachusetts,9th Congressional district,"Public, societal benefit",$5M to $9.9M,4969191,-0.0945287994587667,-0.985560956611504,1
EIN-41-6033541,West North Central,Chippewa County,Minnesota,7th Congressional district,Human services,Less than $100K,17169,0.159670607111677,-0.245440173662726,1
EIN-26-3883068,Mid-Atlantic,Dauphin County,Pennsylvania,10th Congressional district,Unclassified,$100K to $499K,352468,0.288992554335107,-0.410090720488074,1
EIN-61-1330212,East South Central,Kenton County,Kentucky,4th Congressional district,Religion-related,$1M to $4.9M,6300,-0.020007783861325,-0.0264264129644082,1
EIN-27-1489970,East North Central,Hancock County,Ohio,5th Congressional district,Health,$100K to $499K,166838,-0.234973724860383,-0.874461944168682,1
EIN-45-4801893,Mid-Atlantic,Lancaster County,Pennsylvania,11th Congressional district,"Arts, culture, and humanities",$500K to $999K,5000,-0.490780733996306,-0.502441834431032,1
EIN-23-7086173,Pacific,Sonoma County,California,2nd Congressional district,Unclassified,$1M to $4.9M,869946,0.0716728430953599,-0.436187217010982,1
EIN-20-8335025,West North Central,Ramsey County,Minnesota,4th Congressional district,Human services,$10M or more,2300,0.146566013593045,0.146371164026229,0
EIN-33-1052418,Pacific,Snohomish County,Washington,2nd Congressional district,Health,$1M to $4.9M,926862,0.212911410972271,-0.201579413866536,1
EIN-61-1384216,East South Central,Montgomery County,Kentucky,6th Congressional district,Education,Less than $100K,4422,0.463188374711781,0.226071103008204,0
EIN-82-3353174,Pacific,Santa Clara County,California,16th Congressional district,Human services,$10M or more,6637367,0.0472810783446905,-0.181589518230413,1
EIN-62-1052972,East South Central,Hawkins County,Tennessee,1st Congressional district,Health,$100K to $499K,499286,0.4225966906913,-0.357153900814443,1
EIN-82-2154953,New England,South Central Connecticut Planning Region,Connecticut,3rd Congressional district,Human services,$100K to $499K,125000,-0.04819326285591,-0.777068986629504,1
EIN-84-0960966,South Atlantic,Jefferson County,West Virginia,2nd Congressional district,Environment and animals,$100K to $499K,57050,0.432364383214959,0.247259111689374,0
EIN-93-0817737,Pacific,Multnomah County,Oregon,1st Congressional district,Human services,$5M to $9.9M,9624943,0.0759005714149305,-0.923070663751556,1
EIN-27-3270017,Mountain,Maricopa County,Arizona,8th Congressional district,Human services,$5M to $9.9M,6261923,0,-0.954931468871017,1
EIN-04-2443846,New England,Berkshire County,Massachusetts,1st Congressional district,Health,$1M to $4.9M,355460,0.0391749763743605,-0.105617606804184,1
EIN-13-3936007,Mid-Atlantic,New York County,New York,12th Congressional district,Unclassified,$10M or more,256888,0.670363232280051,0.665327570128743,0
EIN-23-7258494,Mid-Atlantic,Adams County,Pennsylvania,13th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,2764000,0.73968579475533,0.18344208997906,0
EIN-23-7220589,East North Central,Allen County,Indiana,3rd Congressional district,"Public, societal benefit",$1M to $4.9M,8070,0.344482922536595,0.34184096391222,0
EIN-47-2296570,East South Central,Shelby County,Tennessee,9th Congressional district,"Public, societal benefit",$100K to $499K,12500,0.247117391697137,0.187682168957696,0
EIN-81-0968030,East North Central,Cook County,Illinois,7th Congressional district,Human services,$10M or more,10425085,-0.00846441547408191,-0.970327168143218,1
EIN-71-0914784,East North Central,Cuyahoga County,Ohio,7th Congressional district,Health,$10M or more,1998955,0.0394742887642163,-0.0583363046599944,1
EIN-47-4708019,East North Central,Bay County,Michigan,8th Congressional district,"Public, societal benefit",$100K to $499K,159818,0.477113511599079,-0.0889144678590402,1
EIN-03-0182055,New England,Caledonia County,Vermont,Congressional district (at large),Unclassified,$10M or more,1807455,0.107294182374091,-0.0113723079024002,1
EIN-86-2232134,East South Central,Adams County,Mississippi,2nd Congressional district,"Public, societal benefit",Less than $100K,155500,0.592767020154079,-0.04074000138516,1
EIN-84-0742604,Mountain,Denver County,Colorado,1st Congressional district,Unclassified,$1M to $4.9M,801599,-0.0130435278550897,-0.775008174780612,1
EIN-46-4870260,East North Central,Stark County,Ohio,13th Congressional district,Education,$100K to $499K,336500,0.050449079609118,-0.614524687027577,1
EIN-73-1028332,West South Central,Tulsa County,Oklahoma,1st Congressional district,Human services,$5M to $9.9M,4846716,-0.0674110900433925,-0.640450461112679,1
EIN-55-0861643,South Atlantic,Richland County,South Carolina,6th Congressional district,"Public, societal benefit",$5M to $9.9M,6995266,0.149470549137686,-0.807013475451838,1
EIN-23-6299957,Mid-Atlantic,Tioga County,Pennsylvania,15th Congressional district,Human services,$100K to $499K,11828,0.183084816733342,0.124954539646343,0
EIN-93-0545940,Pacific,Lincoln County,Oregon,4th Congressional district,Unclassified,$500K to $999K,279552,-0.0641294838145232,-0.573665791776028,1
EIN-27-1367692,Mid-Atlantic,New York County,New York,12th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,140977,-0.0879105535715325,-0.20507669816817,1
EIN-20-8277040,New England,Suffolk County,Massachusetts,7th Congressional district,Education,$1M to $4.9M,166725,0.00503304243086548,-0.0725639613869676,1
EIN-43-1199882,West North Central,Jackson County,Missouri,5th Congressional district,Unclassified,$5M to $9.9M,160000,0.299020854403435,0.282660690298719,0
EIN-27-1357086,Mid-Atlantic,Onondaga County,New York,22nd Congressional district,Education,$100K to $499K,241571,-0.0817424380092255,-0.68309464717348,1
EIN-46-1628676,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,"Public, societal benefit",$500K to $999K,144440,0.0363198175390861,-0.185969777602677,1
EIN-14-1364547,Mid-Atlantic,Washington County,New York,21st Congressional district,Education,$100K to $499K,109200,-0.0199424620807037,-0.842343088671657,1
EIN-11-1723782,Mid-Atlantic,Nassau County,New York,4th Congressional district,Unclassified,$10M or more,1742137,-0.00438233555863929,-0.0449646492250517,1
EIN-91-1508442,Pacific,Pierce County,Washington,6th Congressional district,Human services,$1M to $4.9M,1510776,-0.0744303482007268,-0.751601067139038,1
EIN-82-5464102,East South Central,Jefferson County,Mississippi,2nd Congressional district,Education,$1M to $4.9M,999034,0.0691073766701075,-0.418257663420279,1
EIN-82-4256426,New England,Androscoggin County,Maine,2nd Congressional district,Health,$1M to $4.9M,40752,-0.105414335050001,-0.13311302345403,1
EIN-85-0204500,Mountain,Valencia County,New Mexico,2nd Congressional district,Human services,$10M or more,10832967,0.0748036323693196,-0.923211386821316,1
EIN-06-1103000,Mid-Atlantic,New York County,New York,10th Congressional district,Human services,$1M to $4.9M,2940628,0.0748500068274317,-0.55949238423189,1
EIN-91-1548926,Pacific,Yakima County,Washington,4th Congressional district,Education,$100K to $499K,63790,-0.283394107195102,-0.738591521154299,1
EIN-14-1682683,Mid-Atlantic,Dutchess County,New York,18th Congressional district,Human services,$100K to $499K,54331,-0.0882894682984733,-0.3353844614538,1
EIN-47-2366074,West South Central,Lubbock County,Texas,19th Congressional district,Human services,$100K to $499K,167219,-0.0342640928560502,-0.433957664066085,1
EIN-75-2327438,West South Central,Somervell County,Texas,25th Congressional district,Unclassified,$5M to $9.9M,114596,0.154529734810733,0.140626973342041,0
EIN-83-1549810,South Atlantic,Prince George's County,Maryland,4th Congressional district,"Arts, culture, and humanities",$100K to $499K,530100,0.434445530411247,-0.362637395684535,1
EIN-75-1911641,West South Central,Lubbock County,Texas,19th Congressional district,"Arts, culture, and humanities",Less than $100K,13415,1,0.882131215239033,0
EIN-83-3458558,South Atlantic,Orangeburg County,South Carolina,6th Congressional district,"Public, societal benefit",$100K to $499K,421994,0.343776036256391,-0.560050717824274,1
EIN-38-2471112,East North Central,St. Clair County,Michigan,9th Congressional district,Unclassified,$100K to $499K,148919,0.234801741294839,-0.5472003276743,1
EIN-23-2426582,Mid-Atlantic,Susquehanna County,Pennsylvania,9th Congressional district,Unclassified,Less than $100K,26861,0.312184076777133,0.126189256186902,0
EIN-43-2066657,West North Central,Otter Tail County,Minnesota,7th Congressional district,Unclassified,$500K to $999K,391716,-0.0634208432776452,-0.525091487669053,1
EIN-20-3717259,Mountain,Gallatin County,Montana,1st Congressional district,Education,$1M to $4.9M,77725,0.0166819724624793,-0.025133246501859,1
EIN-39-1852858,East North Central,Vilas County,Wisconsin,7th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,105627,0.170380536836931,0.08975194726284,0
EIN-90-0882142,Mid-Atlantic,Ulster County,New York,18th Congressional district,"Arts, culture, and humanities",$500K to $999K,19115,0.406306673497089,0.388437578291223,0
EIN-83-3356948,South Atlantic,Fulton County,Georgia,5th Congressional district,"Public, societal benefit",$100K to $499K,7591,0.0470240326544213,-0.0162105876962806,1
EIN-04-2024022,New England,Middlesex County,Massachusetts,3rd Congressional district,Unclassified,$5M to $9.9M,2015023,-0.328259256106587,-0.743569412993103,1
EIN-27-5068946,New England,Somerset County,Maine,2nd Congressional district,Education,$5M to $9.9M,5271196,0.0324215201336219,-0.921874971712525,1
EIN-87-1608300,Pacific,Curry County,Oregon,4th Congressional district,Human services,$500K to $999K,674145,0.187490345899968,-0.804245008922227,1
EIN-82-2255278,South Atlantic,Mecklenburg County,Virginia,5th Congressional district,"Public, societal benefit",Less than $100K,62475,0.167575351063961,-0.601319335901444,1
EIN-43-1789829,West North Central,Howell County,Missouri,8th Congressional district,Unclassified,Less than $100K,22659,0.0502838117014662,-0.17695609443007,1
EIN-33-0786070,Pacific,Los Angeles County,California,42nd Congressional district,"Arts, culture, and humanities",$5M to $9.9M,349053,-0.179459077888114,-0.247262862163405,1
EIN-46-3830943,Unmapped,,Other/unmapped jurisdictions,Unmapped,Unclassified,$1M to $4.9M,108109,-0.470276247014025,-0.598122087935479,1
EIN-42-1127993,West North Central,Jefferson County,Iowa,1st Congressional district,Environment and animals,$1M to $4.9M,193651,0.0159638059626248,-0.0770136366211601,1
EIN-35-1788116,East North Central,Morgan County,Indiana,4th Congressional district,Human services,$100K to $499K,10000,-0.046358787471363,-0.0905858314241993,1
EIN-11-3700175,Mid-Atlantic,Essex County,New Jersey,10th Congressional district,Human services,$1M to $4.9M,1319350,-0.00951907597709915,-1.00761117566603,1
EIN-47-2806715,Mid-Atlantic,Queens County,New York,5th Congressional district,Human services,$100K to $499K,245010,-0.0162361056130048,-0.714009870959841,1
EIN-56-2273434,South Atlantic,Wayne County,North Carolina,1st Congressional district,Human services,$1M to $4.9M,50000,0.0408082533643072,0.0192387250683215,0
EIN-47-1338734,South Atlantic,Baltimore County,Maryland,2nd Congressional district,Human services,$1M to $4.9M,784540,0.104932813483469,-0.389862170831478,1
EIN-51-0067938,South Atlantic,Sussex County,Delaware,Congressional district (at large),Unclassified,$10M or more,29651717,0.0807026303016353,0.0340002843842795,0
EIN-61-1319971,East South Central,Jefferson County,Kentucky,3rd Congressional district,Education,$100K to $499K,122000,-0.358468926553672,-1.04773446327684,1
EIN-11-3272603,Mid-Atlantic,New York County,New York,12th Congressional district,Human services,$1M to $4.9M,260000,-0.0645576050971869,-0.182809137932681,1
EIN-41-2040765,Pacific,Okanogan County,Washington,4th Congressional district,Health,$5M to $9.9M,2005918,0.0905320331238763,-0.0969779281657925,1
EIN-39-1912471,East North Central,Milwaukee County,Wisconsin,4th Congressional district,Environment and animals,$100K to $499K,199100,0.218702561635668,-0.35480655949257,1
EIN-20-8701197,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Human services,$100K to $499K,65471,-0.220818950025493,-0.494433346428064,1
EIN-38-3481152,East North Central,Muskegon County,Michigan,3rd Congressional district,Health,$1M to $4.9M,3183353,0.0795350854187062,-0.747088700944942,1
EIN-56-1702953,South Atlantic,Carteret County,North Carolina,3rd Congressional district,Unclassified,$500K to $999K,343747,-0.145316832723469,-0.930482272808256,1
EIN-72-1013169,West South Central,Caddo Parish,Louisiana,6th Congressional district,Human services,$1M to $4.9M,649791,-0.0762991736358282,-0.495507543984264,1
EIN-20-4883532,Mountain,Ada County,Idaho,2nd Congressional district,Human services,$1M to $4.9M,435463,-0.196780352558425,-0.441677703449381,1
EIN-06-6075070,New England,Western Connecticut Planning Region,Connecticut,4th Congressional district,Unclassified,$100K to $499K,6508,-0.077890421370635,-0.102872475595665,1
EIN-20-2918651,East South Central,Jefferson County,Kentucky,3rd Congressional district,Education,$5M to $9.9M,51078,0.0489716888519299,0.0426659746734431,0
EIN-52-2151919,South Atlantic,Washington County,Maryland,6th Congressional district,Human services,$500K to $999K,51000,0.0118717061825029,-0.038994211259121,1
EIN-45-1806143,South Atlantic,Anderson County,South Carolina,3rd Congressional district,Human services,$1M to $4.9M,998116,-0.231140184544802,-0.890588558645104,1
EIN-34-6556139,East North Central,Lucas County,Ohio,9th Congressional district,Unclassified,$1M to $4.9M,199901,0.114772511102604,-0.0025951089828347,1
EIN-74-2869762,West North Central,St. Louis County,Missouri,1st Congressional district,Health,$10M or more,242526,-0.230903902109699,-0.234070952313999,1
EIN-91-6029353,Pacific,King County,Washington,7th Congressional district,Unclassified,$100K to $499K,2500,-0.961251280534815,-0.98765406021946,1
EIN-27-1814901,East North Central,Franklin County,Ohio,3rd Congressional district,Health,$1M to $4.9M,1927500,0.409955043050847,-0.459633712523657,1
EIN-36-2474251,East North Central,Lake County,Illinois,10th Congressional district,Human services,$10M or more,7819639,-0.16200448472116,-0.745921706228138,1
EIN-47-1808841,West South Central,Canadian County,Oklahoma,5th Congressional district,Education,$100K to $499K,404187,0.390696249996986,-0.583969345998124,1
EIN-27-0140878,Mid-Atlantic,Suffolk County,New York,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,156068,0.799044920944835,0.574493432572541,0
EIN-42-1146108,West North Central,Pottawattamie County,Iowa,4th Congressional district,Unclassified,$5M to $9.9M,4494730,-0.00711477623087217,-0.782908623255157,1
EIN-59-3178045,South Atlantic,Orange County,Florida,10th Congressional district,Unclassified,$100K to $499K,5000,-0.280194025706773,-0.307414242706343,1
EIN-74-3110852,West South Central,Bexar County,Texas,28th Congressional district,"Public, societal benefit",$100K to $499K,129790,0.0244196113524092,-0.447712275647322,1
EIN-62-0497613,East South Central,Shelby County,Tennessee,9th Congressional district,Unclassified,$5M to $9.9M,279485,-0.280071978339636,-0.330851628615315,1
EIN-47-0528515,West North Central,Gage County,Nebraska,3rd Congressional district,Health,$5M to $9.9M,1661652,0.0829544794799236,-0.083663204163547,1
EIN-34-1250321,East North Central,Huron County,Ohio,5th Congressional district,Education,$1M to $4.9M,84626,0.0333902900081399,-0.014050808044794,1
EIN-85-0602825,Pacific,Thurston County,Washington,10th Congressional district,Human services,$1M to $4.9M,2234037,0.109042439574155,-0.874857801464199,1
EIN-03-0391775,Pacific,Santa Clara County,California,18th Congressional district,Human services,$10M or more,2128636,0.0166163626591553,-0.15157923082673,1
EIN-91-1862731,Pacific,King County,Washington,7th Congressional district,Unclassified,$500K to $999K,87826,0.245139419813388,0.123718580598602,0
EIN-41-1439363,West North Central,Waseca County,Minnesota,1st Congressional district,"Public, societal benefit",$100K to $499K,23500,-0.0776737225918406,-0.242772535988029,1
EIN-33-0236348,Pacific,Los Angeles County,California,42nd Congressional district,Human services,$100K to $499K,152331,-0.204324320187941,-0.78716631147196,1
EIN-31-1806189,East North Central,Butler County,Ohio,8th Congressional district,Health,$5M to $9.9M,165000,0.06905135726976,0.0482667941789115,0
EIN-58-1797065,East South Central,Hickman County,Tennessee,7th Congressional district,Unclassified,$100K to $499K,287326,0.0733059309832335,-0.593932005016023,1
EIN-85-2310765,West North Central,Polk County,Minnesota,7th Congressional district,Human services,$100K to $499K,145152,-0.264511259829451,-0.719075788939656,1
EIN-83-1184822,West South Central,Caddo Parish,Louisiana,6th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,689497,-0.00166990887643409,-0.268382246280807,1
EIN-87-1173877,New England,Essex County,Massachusetts,6th Congressional district,Environment and animals,$100K to $499K,15398,0.234632823504919,0.193001192333377,0
EIN-20-4949501,South Atlantic,Fulton County,Georgia,5th Congressional district,Environment and animals,$1M to $4.9M,270762,-0.130602721978839,-0.220964463295069,1
EIN-38-3214495,East North Central,Lake County,Michigan,2nd Congressional district,Human services,$100K to $499K,372357,0.0473707727764451,-0.828310051267579,1
EIN-61-1034069,East South Central,Simpson County,Kentucky,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,12500,0.0929280950304076,0.0316719020292952,0
EIN-66-0593598,Unmapped,San Juan Municipio,Other/unmapped jurisdictions,Resident commissioner district (at large),Education,$1M to $4.9M,2914135,0.131644853785078,-0.752460225457588,1
EIN-84-2431077,South Atlantic,Montgomery County,Maryland,8th Congressional district,"Public, societal benefit",$500K to $999K,131866,-0.0753372063903783,-0.294031699805463,1
EIN-59-0657327,South Atlantic,Palm Beach County,Florida,22nd Congressional district,Human services,$5M to $9.9M,231137,0.0963782715792621,0.0588226214229542,0
EIN-94-3038182,Mountain,Latah County,Idaho,1st Congressional district,Unclassified,$1M to $4.9M,670039,0.141782471071109,-0.238174114327386,1
EIN-94-3096844,Pacific,Coos County,Oregon,4th Congressional district,Education,$100K to $499K,48274,-0.566551939924906,-1.07003546099291,1
EIN-54-1597461,South Atlantic,Virginia Beach city,Virginia,2nd Congressional district,Unclassified,$100K to $499K,65909,-0.136151600278341,-0.378812925933971,1
EIN-25-1529868,Mid-Atlantic,McKean County,Pennsylvania,15th Congressional district,Unclassified,$500K to $999K,119506,-0.0137895969431776,-0.243948755084432,1
EIN-82-2568461,East North Central,Henry County,Ohio,5th Congressional district,Environment and animals,$500K to $999K,933829,-0.00244120758401823,-1.00229666239812,1
EIN-26-0246062,East South Central,Anderson County,Tennessee,3rd Congressional district,Human services,$100K to $499K,270839,0.173089064386429,-0.826874014672382,1
EIN-23-7375976,East North Central,Cook County,Illinois,5th Congressional district,Education,$10M or more,24413187,-0.0140434547769678,-1.00946040480414,1
EIN-91-1486734,Pacific,King County,Washington,7th Congressional district,Education,$1M to $4.9M,45125,-0.0374696257175397,-0.0470453099094591,1
EIN-23-2014218,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Unclassified,$100K to $499K,449401,0.142091361612457,-0.857908638387542,1
EIN-04-2845276,New England,Bristol County,Massachusetts,9th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,380850,0.38313262461409,0.292617626717432,0
EIN-20-5363669,East South Central,Marion County,Tennessee,4th Congressional district,Human services,$100K to $499K,117273,0.750881235531202,0.593222754294595,0
EIN-94-2924979,Mountain,Storey County,Nevada,2nd Congressional district,Unclassified,$10M or more,17294016,0.060323496958038,-0.234635683621761,1
EIN-56-1461364,South Atlantic,Stanly County,North Carolina,8th Congressional district,Unclassified,$100K to $499K,304282,0.0259355316783994,-0.963001241525451,1
EIN-31-1037325,East North Central,Franklin County,Ohio,3rd Congressional district,Human services,$100K to $499K,324030,0.127051256401197,-0.562617860776359,1
EIN-11-2678159,Mid-Atlantic,Wyoming County,New York,24th Congressional district,Human services,$100K to $499K,1000,-0.00959037054010702,-0.0163299141382146,1
EIN-46-2172084,Pacific,Santa Clara County,California,18th Congressional district,Religion-related,$100K to $499K,1823,-1.90069674494054,-1.91851113521542,1
EIN-27-2963063,New England,Franklin County,Vermont,Congressional district (at large),Human services,$100K to $499K,31117,0.441438740178179,0.39883541510072,0
EIN-72-1160700,West South Central,Orleans Parish,Louisiana,2nd Congressional district,Unclassified,$1M to $4.9M,506052,0.0318151175475884,-0.127006883253345,1
EIN-03-0187947,New England,Orange County,Vermont,Congressional district (at large),Human services,$1M to $4.9M,234930,0.244577530981686,0.134442821882552,0
EIN-13-3573409,Mid-Atlantic,New York County,New York,12th Congressional district,"Public, societal benefit",$10M or more,15706221,0.0428809120546428,-0.642800732175104,1
EIN-20-5407626,East South Central,Shelby County,Tennessee,8th Congressional district,Education,$100K to $499K,150000,0.230642294073934,-0.315773943959551,1
EIN-11-2548753,Mid-Atlantic,Queens County,New York,14th Congressional district,"Public, societal benefit",$100K to $499K,628,0.0482533167310882,0.0457061970448545,0
EIN-23-7176982,West South Central,Harris County,Texas,18th Congressional district,Human services,$500K to $999K,130319,0.0678218191694905,-0.0867455560945582,1
EIN-62-1278520,East South Central,Knox County,Tennessee,2nd Congressional district,"Public, societal benefit",$100K to $499K,141139,0.1758558253301,-0.322299989764333,1
EIN-20-5559597,Mid-Atlantic,Suffolk County,New York,1st Congressional district,Human services,$100K to $499K,12700,0.19895163211818,0.146779719504079,0
EIN-25-1685893,Mid-Atlantic,Venango County,Pennsylvania,16th Congressional district,Unclassified,$1M to $4.9M,366466,-0.10060506044726,-0.296448623303111,1
EIN-26-2157448,Mid-Atlantic,Rockland County,New York,17th Congressional district,Education,$500K to $999K,63572,0.133268162864451,0.0755659755692432,0
