Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
South Carolina,81.13%,"1,097","$1,557,828,747",3.41%,-29.22%
Abbeville County,66.67%,6,"$3,179,086",1.76%,-15.08%
Aiken County,71.88%,32,"$49,399,437",3.71%,-24.28%
Allendale County,100.00%,2,"$5,882,240",2.52%,-13.82%
Anderson County,70.97%,31,"$12,981,623",1.63%,-16.21%
Bamberg County,83.33%,6,"$30,375,250",4.07%,-69.33%
Barnwell County,100.00%,1,"$123,298",2.35%,-39.56%
Beaufort County,77.55%,49,"$30,057,753",4.93%,-23.26%
Berkeley County,90.91%,11,"$39,928,660",2.87%,-77.78%
Calhoun County,100.00%,1,"$48,580",-4.29%,-70.39%
Charleston County,75.86%,145,"$198,631,332",5.06%,-15.82%
Cherokee County,69.23%,13,"$5,086,290",26.78%,-7.03%
Chester County,83.33%,6,"$4,312,288",10.80%,-43.37%
Chesterfield County,94.12%,17,"$12,552,701",-3.99%,-73.48%
Clarendon County,77.78%,9,"$11,174,866",10.09%,-26.32%
Colleton County,87.50%,8,"$8,268,700",3.41%,-48.03%
Darlington County,85.71%,14,"$31,914,445",6.36%,-31.12%
Dillon County,100.00%,3,"$1,355,496",32.86%,-22.55%
Dorchester County,86.36%,22,"$9,887,696",15.11%,-20.47%
Edgefield County,100.00%,4,"$5,101,097",-8.11%,-64.01%
Fairfield County,100.00%,5,"$5,008,072",2.40%,-67.33%
Florence County,82.50%,40,"$76,154,986",3.81%,-29.72%
Georgetown County,80.00%,20,"$7,367,853",4.33%,-26.67%
Greenville County,75.86%,116,"$287,512,400",4.70%,-19.13%
Greenwood County,88.24%,17,"$71,315,078",-1.48%,-31.03%
Hampton County,50.00%,2,"$8,495,509",18.25%,-21.75%
Horry County,82.61%,46,"$73,404,902",3.41%,-30.80%
Jasper County,80.00%,5,"$19,603,196",-2.77%,-78.47%
Kershaw County,94.12%,17,"$18,149,948",4.68%,-31.76%
Lancaster County,66.67%,12,"$17,014,200",10.86%,-48.65%
Laurens County,76.92%,13,"$9,082,790",-8.81%,-59.76%
Lee County,60.00%,5,"$1,186,996",27.08%,-31.63%
Lexington County,80.56%,36,"$59,823,106",6.66%,-55.10%
Marion County,87.50%,8,"$9,313,650",5.74%,-57.31%
Marlboro County,100.00%,6,"$3,658,589",0.82%,-67.28%
McCormick County,50.00%,2,"$797,216",48.97%,4.62%
Newberry County,100.00%,7,"$4,620,885",0.19%,-24.75%
Oconee County,76.92%,13,"$11,152,621",-0.77%,-22.26%
Orangeburg County,85.71%,14,"$37,127,444",9.93%,-64.73%
Pickens County,89.47%,19,"$14,808,674",6.26%,-23.13%
Richland County,86.90%,168,"$196,593,696",0.40%,-56.74%
Saluda County,50.00%,2,"$463,716",7.92%,-28.50%
Spartanburg County,79.37%,63,"$63,924,286",2.50%,-14.81%
Sumter County,84.21%,19,"$14,063,784",-1.41%,-23.32%
Union County,100.00%,5,"$466,725",13.48%,-22.36%
Williamsburg County,100.00%,6,"$2,950,714",-8.26%,-82.25%
York County,82.35%,51,"$83,506,873",5.43%,-33.19%
