Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Mississippi,80.36%,504,"$808,847,103",2.66%,-39.81%
1st Congressional district,75.27%,93,"$161,640,340",12.65%,-18.01%
2nd Congressional district,80.31%,193,"$328,257,891",2.35%,-39.76%
3rd Congressional district,78.52%,135,"$183,823,166",0.80%,-47.29%
4th Congressional district,89.16%,83,"$135,125,706",-0.15%,-45.93%
