Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Delaware,82.99%,488,"$1,156,719,746",6.77%,-37.72%
Kent County,89.29%,84,"$149,919,876",10.40%,-50.11%
New Castle County,81.70%,306,"$882,847,919",5.42%,-34.21%
Sussex County,81.63%,98,"$123,951,951",14.02%,-37.15%
