Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
South Carolina,81.13%,"1,097","$1,557,828,747",3.41%,-29.22%
1st Congressional district,80.91%,110,"$129,174,185",5.00%,-22.13%
2nd Congressional district,83.47%,121,"$121,550,915",0.36%,-59.73%
3rd Congressional district,79.51%,122,"$137,088,250",1.55%,-26.84%
4th Congressional district,77.25%,167,"$347,756,185",3.11%,-17.12%
5th Congressional district,81.60%,125,"$142,250,213",5.92%,-26.83%
6th Congressional district,80.86%,303,"$467,138,255",3.68%,-33.10%
7th Congressional district,85.23%,149,"$212,870,744",3.74%,-35.51%
