Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Connecticut,79.67%,"1,269","$3,660,286,648",1.87%,-25.14%
1st Congressional district,87.50%,264,"$617,725,359",0.76%,-33.14%
2nd Congressional district,76.58%,222,"$319,316,130",4.31%,-20.63%
3rd Congressional district,82.87%,251,"$1,465,256,179",1.74%,-28.60%
4th Congressional district,74.71%,261,"$877,208,708",0.94%,-22.66%
5th Congressional district,76.38%,271,"$380,780,272",2.42%,-22.85%
