Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
New Mexico,79.76%,593,"$870,702,071",3.61%,-29.95%
1st Congressional district,78.90%,237,"$312,561,947",4.65%,-22.31%
2nd Congressional district,84.31%,102,"$200,237,681",3.87%,-51.31%
3rd Congressional district,78.74%,254,"$357,902,443",1.84%,-33.89%
