Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Massachusetts,73.89%,"2,233","$12,027,635,646",4.06%,-15.56%
Barnstable County,70.63%,126,"$430,731,491",6.37%,-17.69%
Berkshire County,66.67%,108,"$93,613,879",5.86%,-8.81%
Bristol County,70.69%,116,"$340,094,914",3.38%,-11.68%
Dukes County,76.47%,17,"$8,833,485",11.06%,-17.13%
Essex County,78.16%,206,"$694,095,554",2.49%,-17.31%
Franklin County,85.19%,27,"$54,231,866",2.71%,-41.77%
Hampden County,76.47%,119,"$277,675,518",2.41%,-17.68%
Hampshire County,79.17%,72,"$101,082,430",5.67%,-24.40%
Middlesex County,71.19%,479,"$5,520,528,297",3.98%,-11.69%
Nantucket County,71.43%,14,"$5,018,297",9.69%,-9.33%
Norfolk County,67.15%,137,"$535,567,641",5.11%,-10.09%
Plymouth County,69.23%,91,"$198,779,038",4.83%,-13.86%
Suffolk County,76.50%,549,"$3,333,416,419",3.53%,-21.82%
Worcester County,79.07%,172,"$433,966,817",2.66%,-15.81%
