Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Massachusetts,73.89%,"2,233","$12,027,635,646",4.06%,-15.56%
1st Congressional district,73.31%,251,"$441,468,887",3.77%,-13.44%
2nd Congressional district,78.80%,217,"$467,367,582",3.59%,-19.44%
3rd Congressional district,77.84%,176,"$742,715,743",3.64%,-18.29%
4th Congressional district,67.98%,178,"$591,031,982",4.54%,-8.01%
5th Congressional district,70.18%,228,"$845,643,693",3.25%,-10.62%
6th Congressional district,76.00%,175,"$2,674,974,939",3.50%,-15.87%
7th Congressional district,76.05%,430,"$4,373,909,952",3.65%,-20.09%
8th Congressional district,75.65%,308,"$1,237,635,765",3.90%,-21.70%
9th Congressional district,68.15%,270,"$652,887,103",6.26%,-12.99%
