Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Nebraska,73.32%,626,"$823,150,402",3.86%,-20.37%
1st Congressional district,70.25%,158,"$289,908,935",5.56%,-24.73%
2nd Congressional district,73.11%,212,"$350,970,251",1.24%,-18.56%
3rd Congressional district,75.39%,256,"$182,271,216",4.03%,-20.23%
