Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Oregon,79.95%,"1,481","$3,139,845,085",3.14%,-31.00%
1st Congressional district,80.56%,355,"$1,306,307,106",1.81%,-30.43%
2nd Congressional district,83.15%,267,"$331,713,404",1.68%,-44.15%
3rd Congressional district,83.40%,247,"$516,306,945",3.16%,-37.03%
4th Congressional district,73.93%,280,"$389,669,559",7.10%,-19.65%
5th Congressional district,77.59%,174,"$291,368,421",2.49%,-31.55%
6th Congressional district,81.01%,158,"$304,479,650",3.16%,-25.03%
