Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Louisiana,84.62%,943,"$2,155,185,622",2.40%,-42.34%
1st Congressional district,85.15%,101,"$279,336,204",3.80%,-27.69%
2nd Congressional district,83.00%,247,"$1,059,838,823",2.76%,-38.27%
3rd Congressional district,79.49%,156,"$147,212,987",1.00%,-46.14%
4th Congressional district,82.11%,95,"$104,260,636",3.11%,-39.00%
5th Congressional district,92.62%,122,"$210,159,417",1.37%,-59.85%
6th Congressional district,86.49%,222,"$354,377,555",2.72%,-40.25%
