Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Minnesota,77.27%,"2,226","$3,869,473,394",1.95%,-23.18%
1st Congressional district,74.56%,287,"$656,636,666",1.67%,-13.85%
2nd Congressional district,76.09%,92,"$66,291,396",2.06%,-15.76%
3rd Congressional district,69.33%,150,"$184,697,042",1.10%,-11.59%
4th Congressional district,81.85%,540,"$1,078,545,904",0.70%,-41.60%
5th Congressional district,81.19%,436,"$1,078,448,483",0.20%,-24.27%
6th Congressional district,81.74%,115,"$184,775,576",2.44%,-22.97%
7th Congressional district,65.52%,261,"$286,706,241",4.57%,-14.59%
8th Congressional district,78.55%,345,"$333,372,086",3.71%,-24.24%
