Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
New Jersey,81.23%,"1,939","$5,060,003,975",2.67%,-29.65%
10th Congressional district,91.94%,186,"$1,063,186,401",1.06%,-54.36%
11th Congressional district,77.30%,185,"$354,297,030",2.29%,-19.30%
12th Congressional district,79.00%,200,"$807,804,818",2.73%,-24.67%
1st Congressional district,84.09%,132,"$338,202,191",3.15%,-43.87%
2nd Congressional district,75.82%,182,"$272,761,837",4.06%,-30.80%
3rd Congressional district,80.54%,149,"$285,559,203",2.11%,-22.40%
4th Congressional district,77.84%,176,"$155,979,083",1.12%,-19.33%
5th Congressional district,78.57%,168,"$327,073,541",3.00%,-19.71%
6th Congressional district,80.75%,161,"$751,257,865",3.26%,-26.89%
7th Congressional district,82.44%,205,"$178,067,527",3.63%,-25.02%
8th Congressional district,89.25%,93,"$269,146,224",2.84%,-46.68%
9th Congressional district,81.37%,102,"$256,668,255",5.09%,-51.87%
