Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
United States,78.65%,"81,354","$240,737,818,717",2.83%,-26.80%
Kentucky,75.49%,824,"$1,438,941,498",5.11%,-23.39%
1st Congressional district,71.43%,154,"$190,296,100",5.76%,-20.33%
2nd Congressional district,71.57%,102,"$122,601,432",8.44%,-17.91%
3rd Congressional district,76.09%,184,"$497,087,151",2.95%,-18.27%
4th Congressional district,71.88%,96,"$98,501,951",7.64%,-24.63%
5th Congressional district,86.18%,123,"$297,963,276",2.53%,-46.26%
6th Congressional district,75.15%,165,"$232,491,588",5.42%,-21.80%
